id,customer_id,created_at,status,payment_method,shipping_cost,discount_code,discount_amount,reason,is_first_purchase,amount,total_amount
ORD-000067,9553a32b-3ad6-419a-be41-6a11f6ee2717,2024-01-16 03:10:15.533440,processing,PayPal,17.78,,0.0,,True,1684.7,1702.48
ORD-000068,b325ca84-085d-434c-9d5c-004b3f299941,2025-01-12 09:40:49.409111,completed,Credit Card,7.08,,0.0,,True,2306.22,2313.3
ORD-000069,b325ca84-085d-434c-9d5c-004b3f299941,2025-02-15 03:39:45.297962,completed,PayPal,17.22,REDUCE,15.02,,True,4633.34,4635.54
ORD-000070,5eaa9bfd-61f2-4063-bb87-cce482a7df57,2024-04-11 07:26:17.596211,completed,Google Pay,15.44,STATEMENT,28.56,,True,1885.62,1872.5
ORD-000071,d7db113d-095b-44db-bb23-933e12536495,2025-06-29 00:20:10.275194,shipped,PayPal,13.53,,0.0,,True,2407.01,2420.54
ORD-000072,d7db113d-095b-44db-bb23-933e12536495,2025-06-10 01:22:18.135236,completed,Apple Pay,12.32,,0.0,,True,4894.43,4906.75
ORD-000073,05fb8574-ba12-495d-8709-06aeca7f7bd3,2025-06-13 01:01:36.910710,processing,Apple Pay,13.65,,0.0,,True,4505.12,4518.77
ORD-000074,05fb8574-ba12-495d-8709-06aeca7f7bd3,2025-06-10 08:41:43.811500,completed,Credit Card,8.73,,0.0,,True,7973.82,7982.55
ORD-000075,05fb8574-ba12-495d-8709-06aeca7f7bd3,2025-06-13 01:00:24.714858,completed,PayPal,12.58,,0.0,,True,2496.47,2509.05
ORD-000076,ee0e33a7-1632-4613-82ca-3b968152b003,2025-05-23 16:21:44.661041,returned,Apple Pay,13.26,,0.0,Changed mind,True,1470.4,1483.66
ORD-000077,f3ad632c-f16a-4bac-9087-f9201b9d7b97,2025-03-11 13:23:18.791589,completed,Apple Pay,17.85,,0.0,,True,2022.96,2040.81
ORD-000078,f3ad632c-f16a-4bac-9087-f9201b9d7b97,2024-07-30 07:36:05.873391,completed,Bank Transfer,5.27,,0.0,,True,102.0,107.27
ORD-000079,f3ad632c-f16a-4bac-9087-f9201b9d7b97,2024-08-22 20:53:32.026360,completed,Google Pay,17.39,,0.0,,True,5906.45,5923.84
ORD-000080,f3ad632c-f16a-4bac-9087-f9201b9d7b97,2025-05-11 17:44:55.959903,completed,Apple Pay,17.66,,0.0,,True,5226.29,5243.95
ORD-000081,03ea3498-b4cb-444a-9aa1-93727aac58e1,2024-08-27 08:20:59.961459,processing,Credit Card,14.5,,0.0,,True,3401.56,3416.06
ORD-000082,03ea3498-b4cb-444a-9aa1-93727aac58e1,2023-05-05 02:01:30.492620,completed,PayPal,14.16,BEYOND,28.26,,True,1669.47,1655.37
ORD-000083,03ea3498-b4cb-444a-9aa1-93727aac58e1,2023-05-21 18:20:04.250823,completed,Apple Pay,17.56,,0.0,,True,4417.47,4435.03
ORD-000084,03ea3498-b4cb-444a-9aa1-93727aac58e1,2024-12-12 11:06:34.096332,completed,PayPal,19.03,,0.0,,True,3647.05,3666.08
ORD-000085,aff2d062-5f3c-40a8-8a45-bf8ab05dd711,2024-06-28 16:01:33.418321,completed,PayPal,14.86,,0.0,,True,3345.51,3360.37
ORD-000086,7fe65df6-a939-43ce-9e91-60a479d8588f,2025-02-19 19:03:31.848411,cancelled,PayPal,9.1,,0.0,Wrong item,True,4528.91,4538.01
ORD-000087,4ed4b4b9-a571-4ea7-b1dd-77d9785fe198,2025-06-14 01:24:49.554491,shipped,PayPal,12.68,,0.0,,True,8922.69,8935.37
ORD-000088,4ed4b4b9-a571-4ea7-b1dd-77d9785fe198,2025-02-10 09:16:44.586064,processing,Apple Pay,6.99,,0.0,,True,2722.59,2729.58
ORD-000089,4ed4b4b9-a571-4ea7-b1dd-77d9785fe198,2025-02-03 04:19:24.137255,completed,PayPal,6.73,,0.0,,True,4503.9,4510.63
ORD-000090,eef225e1-8f35-4e1f-bf29-b3b05e19dbc0,2025-04-14 00:03:12.633736,completed,Bank Transfer,17.71,,0.0,,True,3892.41,3910.12
ORD-000091,eef225e1-8f35-4e1f-bf29-b3b05e19dbc0,2024-12-01 20:50:25.924870,completed,PayPal,17.59,,0.0,,True,2081.01,2098.6
ORD-000092,047a5c80-1878-47f7-ace9-f176c0b4e024,2025-02-14 21:45:12.415578,completed,Apple Pay,18.02,,0.0,,True,4232.69,4250.71
ORD-000093,0f483c20-5461-4023-9ae5-d36bb1525b83,2025-04-08 09:39:15.351953,completed,PayPal,16.76,,0.0,,True,1789.25,1806.01
ORD-000094,0f483c20-5461-4023-9ae5-d36bb1525b83,2024-10-18 00:04:33.547271,shipped,Google Pay,13.28,NECESSARY,11.28,,True,5976.61,5978.61
ORD-000095,ccba9453-d994-4fc8-9550-2ea057eeed8b,2022-11-15 10:12:16.880275,completed,Google Pay,15.87,INSIDE,16.22,,True,475.33,474.98
ORD-000096,ccba9453-d994-4fc8-9550-2ea057eeed8b,2025-01-02 05:01:13.386503,completed,Apple Pay,16.03,PRODUCTION,6.02,,True,4312.91,4322.92
ORD-000097,e668f982-dbcc-4563-8b9b-209743de8b2f,2024-12-18 14:24:12.090378,completed,Apple Pay,11.99,,0.0,,True,588.47,600.46
ORD-000098,53a7ecf6-2660-409f-80f1-df911eacacaf,2025-06-12 03:40:31.931701,completed,Apple Pay,13.95,,0.0,,True,3369.91,3383.86
ORD-000099,9e51e1a4-05dc-413e-bbe4-85bd5d321d2f,2025-06-08 11:27:54.669603,completed,Bank Transfer,16.79,DIRECTION,18.58,,True,1949.8,1948.01
ORD-000100,9e51e1a4-05dc-413e-bbe4-85bd5d321d2f,2025-02-16 03:15:35.142914,completed,Google Pay,14.27,,0.0,,True,7002.6,7016.87
ORD-000101,ffb6f070-ae73-4659-97c1-af36728957ed,2022-10-24 17:49:21.054034,completed,Credit Card,15.24,,0.0,,True,1880.32,1895.56
ORD-000102,ffb6f070-ae73-4659-97c1-af36728957ed,2025-05-15 00:34:01.331851,cancelled,Google Pay,15.86,BIT,17.92,Changed mind,True,3014.13,3012.07
ORD-000103,8b0f1876-f16a-4174-833b-a869c20a6a64,2023-07-17 18:05:42.102057,shipped,Google Pay,7.89,,0.0,,True,260.14,268.03
ORD-000104,8b0f1876-f16a-4174-833b-a869c20a6a64,2023-11-17 00:54:32.633059,shipped,Apple Pay,16.6,,0.0,,True,425.0,441.6
ORD-000105,8b0f1876-f16a-4174-833b-a869c20a6a64,2022-10-21 12:44:12.977821,processing,Google Pay,16.6,,0.0,,True,5375.82,5392.42
ORD-000106,182848d6-ee88-4660-9ca1-ee7ec8644eb6,2024-09-27 00:00:07.755320,completed,Bank Transfer,6.08,,0.0,,True,879.5,885.58
ORD-000107,0f0adcff-1ef6-483d-87ca-d484c1d40c9c,2025-06-08 22:19:22.951662,cancelled,PayPal,5.57,HER,9.45,Damaged,True,2501.12,2497.24
ORD-000108,0f0adcff-1ef6-483d-87ca-d484c1d40c9c,2025-05-20 02:05:34.018145,completed,Google Pay,14.45,,0.0,,True,473.5,487.95
ORD-000109,fe75e4c0-6151-4160-afee-2e89a1fe58df,2024-08-23 11:26:48.549535,completed,PayPal,13.02,,0.0,,True,5616.36,5629.38
ORD-000110,fe75e4c0-6151-4160-afee-2e89a1fe58df,2025-06-25 21:17:30.954812,shipped,Credit Card,6.3,,0.0,,True,3984.73,3991.03
ORD-000111,69443d90-f64d-4e7b-809a-b7960dd2c4fe,2023-06-23 03:16:11.888636,completed,Apple Pay,16.95,,0.0,,True,8462.85,8479.8
ORD-000112,69443d90-f64d-4e7b-809a-b7960dd2c4fe,2024-01-05 05:03:40.400039,completed,Credit Card,19.36,ANYONE,26.87,,True,990.24,982.73
ORD-000113,69443d90-f64d-4e7b-809a-b7960dd2c4fe,2023-09-06 11:23:14.630467,completed,Credit Card,13.06,,0.0,,True,3120.06,3133.12
ORD-000114,fc4d1c29-f3c7-48b3-853d-c716da30b613,2024-11-10 08:52:36.202470,shipped,Apple Pay,17.77,PROVE,9.6,,True,5907.22,5915.39
ORD-000115,fc4d1c29-f3c7-48b3-853d-c716da30b613,2023-11-28 02:48:49.967349,completed,PayPal,15.08,STUDENT,9.94,,True,6022.15,6027.29
ORD-000116,fc4d1c29-f3c7-48b3-853d-c716da30b613,2023-09-07 04:01:32.985154,completed,Apple Pay,11.76,,0.0,,True,4393.79,4405.55
ORD-000117,50adeb1e-df90-4291-b70e-e474d480caf8,2025-02-25 12:07:26.622311,completed,Apple Pay,7.53,,0.0,,True,3604.66,3612.19
ORD-000118,50adeb1e-df90-4291-b70e-e474d480caf8,2025-05-28 13:10:27.392882,shipped,Google Pay,10.39,,0.0,,True,3363.62,3374.01
ORD-000119,50adeb1e-df90-4291-b70e-e474d480caf8,2025-03-24 14:34:54.016364,completed,Bank Transfer,7.64,,0.0,,True,2112.46,2120.1
ORD-000120,2a345803-3eb8-443d-88ca-e85d1a9058ad,2025-03-03 20:23:03.229519,processing,Google Pay,6.13,SOME,17.68,,True,1494.66,1483.11
ORD-000121,b1c08ae8-30cf-4881-a8dc-efad67191a57,2024-01-22 03:38:39.423560,returned,Credit Card,16.54,TEAM,5.92,Changed mind,True,5486.25,5496.87
ORD-000122,b1c08ae8-30cf-4881-a8dc-efad67191a57,2023-08-30 14:24:58.244353,completed,Bank Transfer,8.35,,0.0,,True,2966.39,2974.74
ORD-000123,b1c08ae8-30cf-4881-a8dc-efad67191a57,2024-05-25 01:48:48.313164,completed,Google Pay,14.94,,0.0,,True,5375.26,5390.2
ORD-000124,b1c08ae8-30cf-4881-a8dc-efad67191a57,2023-06-23 11:06:47.988313,cancelled,Google Pay,12.25,,0.0,Changed mind,True,2910.3,2922.55
ORD-000125,b1c08ae8-30cf-4881-a8dc-efad67191a57,2024-01-24 19:50:16.551922,completed,Google Pay,5.64,NOTHING,27.69,,True,2207.14,2185.09
ORD-000126,b3467743-11bc-4ade-b5cd-6132dffe1459,2024-10-30 11:15:21.636589,completed,Credit Card,9.86,,0.0,,True,5747.51,5757.37
ORD-000127,5834bd4e-8fe5-4745-ae7c-df3995b8fa14,2025-03-06 02:30:08.563813,completed,Google Pay,18.47,DRIVE,11.29,,True,1475.31,1482.49
ORD-000128,23a33880-4dbb-46de-9a29-1c54e436a4fb,2023-06-22 20:43:13.802282,completed,Bank Transfer,12.23,,0.0,,True,2949.9,2962.13
ORD-000129,23a33880-4dbb-46de-9a29-1c54e436a4fb,2023-06-11 04:07:09.351918,completed,Credit Card,17.25,,0.0,,True,3022.58,3039.83
ORD-000130,ed8438d4-c9f6-42dd-882b-97e2f359c6d7,2025-06-18 19:02:12.678662,completed,Google Pay,11.16,BELIEVE,8.2,,True,3037.51,3040.47
ORD-000131,ed8438d4-c9f6-42dd-882b-97e2f359c6d7,2025-04-15 22:13:35.004272,cancelled,Bank Transfer,11.08,,0.0,Wrong item,True,78.99,90.07
ORD-000132,1336d9df-d368-435b-8928-62024a563971,2024-12-31 18:02:04.391250,completed,Apple Pay,17.32,,0.0,,True,3162.94,3180.26
ORD-000133,737d3787-76f0-4e87-865e-a1f01a08cfce,2025-02-12 11:48:22.022532,completed,Bank Transfer,7.56,,0.0,,True,4829.63,4837.19
ORD-000134,737d3787-76f0-4e87-865e-a1f01a08cfce,2024-11-14 00:42:00.545651,completed,Google Pay,6.03,,0.0,,True,1976.86,1982.89
ORD-000135,737d3787-76f0-4e87-865e-a1f01a08cfce,2025-01-10 04:30:11.817183,completed,PayPal,12.57,,0.0,,True,1891.0,1903.57
ORD-000136,737d3787-76f0-4e87-865e-a1f01a08cfce,2024-12-06 20:37:45.882531,processing,Apple Pay,14.0,,0.0,,True,9973.11,9987.11
ORD-000137,737d3787-76f0-4e87-865e-a1f01a08cfce,2025-04-14 15:14:36.733961,shipped,Google Pay,12.83,,0.0,,True,2649.18,2662.01
ORD-000138,53443dd5-db8a-46f6-8a0b-3e832ab28552,2024-07-31 10:58:19.196852,completed,Bank Transfer,8.44,,0.0,,True,5487.11,5495.55
ORD-000139,53443dd5-db8a-46f6-8a0b-3e832ab28552,2025-03-28 10:32:11.130666,completed,Apple Pay,12.16,WAR,26.48,,True,2535.46,2521.14
ORD-000140,53443dd5-db8a-46f6-8a0b-3e832ab28552,2024-08-06 04:28:05.445324,returned,PayPal,16.84,,0.0,Changed mind,True,1474.29,1491.13
ORD-000141,899d87ef-5c20-405f-a0cc-897438911313,2024-09-07 20:28:33.485314,completed,Google Pay,14.82,,0.0,,True,1803.64,1818.46
ORD-000142,40315882-b9f2-4a2d-b7ba-61a94a4dd8d9,2023-10-31 05:16:03.463364,completed,Bank Transfer,17.82,,0.0,,True,5807.38,5825.2
ORD-000143,dbf22bec-2e03-4ac6-af46-6e8b6c6eb005,2024-05-30 20:05:11.075839,processing,Apple Pay,16.76,,0.0,,True,4595.18,4611.94
ORD-000144,dbf22bec-2e03-4ac6-af46-6e8b6c6eb005,2024-08-10 04:45:30.393867,shipped,Apple Pay,15.58,,0.0,,True,839.88,855.46
ORD-000145,dbf22bec-2e03-4ac6-af46-6e8b6c6eb005,2024-09-28 18:06:51.774989,completed,Credit Card,16.75,,0.0,,True,650.61,667.36
ORD-000146,dbf22bec-2e03-4ac6-af46-6e8b6c6eb005,2024-12-18 00:50:08.239021,completed,Google Pay,16.79,,0.0,,True,3596.99,3613.78
ORD-000147,8eef7ee1-59cf-4c45-a8e3-7093b0106062,2025-01-13 16:57:49.707669,processing,Bank Transfer,11.53,FINE,10.54,,True,433.56,434.55
ORD-000148,8eef7ee1-59cf-4c45-a8e3-7093b0106062,2025-03-11 00:57:57.373302,completed,PayPal,10.76,,0.0,,True,4796.94,4807.7
ORD-000149,8eef7ee1-59cf-4c45-a8e3-7093b0106062,2024-11-23 11:54:54.673868,completed,Apple Pay,17.76,,0.0,,True,5540.48,5558.24
ORD-000150,ff162b55-46ed-408e-a57b-b6803782eb12,2024-06-18 04:07:45.222635,completed,Google Pay,5.0,SAFE,29.92,,True,1378.64,1353.72
ORD-000151,ff162b55-46ed-408e-a57b-b6803782eb12,2023-11-24 22:06:40.045431,completed,PayPal,6.35,BETTER,25.74,,True,5039.29,5019.9
ORD-000152,ff162b55-46ed-408e-a57b-b6803782eb12,2023-12-04 06:38:00.544526,completed,PayPal,12.59,,0.0,,True,6813.86,6826.45
ORD-000153,22a9c965-f75e-4054-8488-64587ac6ff44,2025-03-30 14:34:21.095170,returned,PayPal,13.45,,0.0,Delayed shipping,True,2918.7,2932.15
ORD-000154,ac2ec8fd-7e82-4837-aeeb-c2c28ad6d599,2025-05-07 12:37:05.693407,completed,Bank Transfer,6.01,,0.0,,True,2460.91,2466.92
ORD-000155,3230326b-e30a-4042-b8c8-609caa3e41bd,2023-10-23 20:51:26.342831,completed,Apple Pay,10.3,,0.0,,True,1642.65,1652.95
ORD-000156,20a8c740-7e33-4498-ba86-a9b2bf0da3b1,2024-06-02 00:37:20.746689,shipped,Google Pay,18.97,,0.0,,True,913.9,932.87
ORD-000157,20a8c740-7e33-4498-ba86-a9b2bf0da3b1,2025-02-03 19:21:17.408942,completed,Apple Pay,18.65,,0.0,,True,919.97,938.62
ORD-000158,673dbe01-0af2-4ab8-bb4b-b56e0ae4477d,2025-06-22 23:34:38.779541,completed,Bank Transfer,8.04,INDUSTRY,20.46,,True,566.01,553.59
ORD-000159,a5f4f731-0dd9-4c59-a89c-004ce0b45c8a,2024-07-10 08:25:15.843563,completed,Google Pay,14.95,,0.0,,True,3176.79,3191.74
ORD-000160,a5f4f731-0dd9-4c59-a89c-004ce0b45c8a,2024-10-24 01:34:32.771133,shipped,Credit Card,16.46,,0.0,,True,2287.52,2303.98
ORD-000161,318bae3e-145c-45c5-9eb9-dd1f16a08d0e,2025-06-22 08:17:41.695546,completed,Apple Pay,10.21,,0.0,,True,1607.49,1617.7
ORD-000162,3f729fe2-4192-4b90-a435-17d1cd812377,2025-03-17 21:43:31.094456,completed,Google Pay,9.73,UNDER,21.85,,True,4785.17,4773.05
ORD-000163,3f729fe2-4192-4b90-a435-17d1cd812377,2025-05-21 14:07:23.239423,shipped,Google Pay,12.07,,0.0,,True,1938.58,1950.65
ORD-000164,3f729fe2-4192-4b90-a435-17d1cd812377,2024-09-09 14:53:32.489868,completed,Apple Pay,11.01,,0.0,,True,2554.0,2565.01
ORD-000165,3f729fe2-4192-4b90-a435-17d1cd812377,2025-01-05 19:13:04.249158,completed,Google Pay,17.0,,0.0,,True,2947.1,2964.1
ORD-000166,9c83ddf9-388d-490a-9405-7ac660180c66,2025-03-29 02:02:41.879437,completed,Apple Pay,12.3,DOWN,26.46,,True,1757.38,1743.22
