order_id,product_id,quantity,price,total
ORD-000011,7f860829-11cb-4357-9a02-efdfb77649ae,3,614.98,1844.94
ORD-000012,70d242a2-d6e6-49b2-82dd-dc10f9505de7,1,486.91,486.91
ORD-000013,532fb4b4-b30a-4ecd-a59f-88383b1b4111,3,831.5,2494.5
ORD-000014,23ee362b-698c-426d-b18f-b3237ab9e2e7,2,301.67,603.34
ORD-000015,ae458e21-3770-4079-9fed-c30b7ac9308d,3,756.74,2270.2200000000003
ORD-000016,26fdd0a3-d3c1-4b32-958b-645ecf7fc069,2,953.99,1907.98
ORD-000016,5365a6b3-f8c1-4cba-b21f-bda73e899461,2,157.84,315.68
ORD-000017,75be87b1-b37b-4a23-aed6-08cc34a651ac,3,423.47,1270.41
ORD-000017,45b5ae49-50c4-4c7a-bc7f-d2216d170c3f,1,207.55,207.55
ORD-000017,4b62729d-5443-4aea-9021-7b3065cb276f,1,823.88,823.88
ORD-000017,9a612763-a18d-4647-9ea3-77af34124d8a,1,323.14,323.14
ORD-000017,93f20425-7de0-47b2-9093-f087c2711366,2,731.56,1463.12
ORD-000018,2393bff1-4e45-46ea-a406-e25b2af55019,1,563.29,563.29
ORD-000018,70343e52-0a89-43cb-86df-8ddaaf47dff1,3,644.36,1933.08
ORD-000018,6f13ee39-c753-4c6e-a1d5-280ae443373b,1,383.96,383.96
ORD-000018,94cae71c-088a-4a34-a24f-4a036fd8264a,3,637.66,1912.98
ORD-000019,3d3df6c1-f288-472e-a21b-3132cb59b383,3,551.43,1654.29
ORD-000019,ff22512f-6c6f-4752-9f58-caec61b6cb91,1,573.68,573.68
ORD-000020,5365a6b3-f8c1-4cba-b21f-bda73e899461,3,164.44,493.32
ORD-000020,3d75e4dd-8c0d-4ca1-b8fc-94899558f59d,3,319.35,958.0500000000001
ORD-000020,da096c2a-6ee1-4f2c-83b3-0f2f76fe15c9,3,142.12,426.36
ORD-000020,deebf19b-f879-4e94-96dd-7544e5a8241b,1,836.74,836.74
ORD-000021,3760e57c-2f23-40d2-ae8d-1b6bcee93dfb,1,383.92,383.92
ORD-000021,8be9d6b9-e56b-4c5e-a460-748e7c075dae,1,635.94,635.94
ORD-000021,5efd7556-eb0c-4dac-bf16-a67ac3bf34ab,2,499.07,998.14
ORD-000021,71cc17b0-7afa-4146-b237-990ccd566c1c,3,535.07,1605.21
ORD-000022,74d41359-c624-44ba-8f3e-f9a3c9978f5a,1,555.73,555.73
ORD-000022,52c020c9-f59b-4eb7-a254-a01478fc4614,1,727.78,727.78
ORD-000022,937bff8a-d5ab-43ab-b22a-f408ac90f9f1,2,982.53,1965.06
ORD-000023,9be2b865-2317-4f5b-b405-3f012f0bb8fb,1,39.5,39.5
ORD-000023,c3522c3b-6d84-4b59-8d46-dfd3c8e5a9d2,2,423.73,847.46
ORD-000023,1a037248-f604-4a40-8f01-a1ec98cba9ba,2,858.05,1716.1
ORD-000023,85426297-26fc-49a2-a69e-0a4e6af9a45c,2,439.63,879.26
ORD-000024,4b8df45f-8e44-4f15-bd8f-a378a0c58905,1,809.65,809.65
ORD-000025,3760e57c-2f23-40d2-ae8d-1b6bcee93dfb,1,425.99,425.99
ORD-000025,71cc17b0-7afa-4146-b237-990ccd566c1c,2,557.96,1115.92
ORD-000025,2921a438-07b9-461e-95bf-ae0600aa711e,2,273.46,546.92
ORD-000025,909c4825-1e5b-4389-b3fa-c87e6de42a78,3,582.02,1746.06
ORD-000025,6672fd4f-9690-4544-a0aa-73d3d13c3143,2,852.91,1705.82
ORD-000026,2a9062a5-1a82-4732-863d-fa089ad07586,3,526.67,1580.0099999999998
ORD-000027,df68296b-c1d5-4644-96ef-390a77c22380,1,130.62,130.62
ORD-000027,89b21998-89f0-438d-9c22-841ebc194ee5,2,576.21,1152.42
ORD-000027,da67f0be-e782-4f46-adf3-77b094d80592,1,295.02,295.02
ORD-000027,ad82f489-80fb-4ab2-bdcb-13e79d0e35fb,1,585.01,585.01
ORD-000027,33842d9c-8a4f-479f-953b-efa0ab91e543,2,623.0,1246.0
ORD-000028,7b766140-2096-40c6-bd41-30e19a9cfa16,3,896.26,2688.7799999999997
ORD-000028,ef7d92e4-6287-4a2d-8551-d5d2a4a51d5d,3,749.78,2249.34
ORD-000029,f9fc8038-04f0-432b-a50c-a7a5af2a2345,3,11.05,33.150000000000006
ORD-000029,9ef2e0e9-2048-4cf7-a441-d92d6fdc3f63,2,924.65,1849.3
ORD-000029,d772ec05-2262-4b97-8c5b-0d43fe6340db,1,99.52,99.52
ORD-000029,68457cfd-15e1-4596-a81f-3df9fe90b61c,3,777.11,2331.33
ORD-000030,bf47ea32-f0cd-4cbe-89ea-3949a76eb378,3,515.4,1546.1999999999998
ORD-000030,315e1105-d13a-4238-9da3-93dd8555b2b0,1,741.24,741.24
ORD-000030,419ec84b-1236-48c4-8bc5-a1a124851553,3,1018.1,3054.3
ORD-000030,ae458e21-3770-4079-9fed-c30b7ac9308d,2,902.36,1804.72
ORD-000030,74d41359-c624-44ba-8f3e-f9a3c9978f5a,2,600.9,1201.8
ORD-000031,def4bb75-19e7-4d7c-8886-339395c44fc5,3,993.93,2981.79
ORD-000031,050d253d-22dc-473f-813b-6faf3727d9a4,1,319.02,319.02
ORD-000031,6059b6db-a71e-4aa4-a462-aa577d13efcd,1,85.2,85.2
ORD-000031,5efd7556-eb0c-4dac-bf16-a67ac3bf34ab,3,486.86,1460.58
ORD-000031,90ef69e2-4c38-4a58-abf2-7ca075f0ef61,1,393.9,393.9
ORD-000032,dbbd5b7a-a62d-4a45-be8f-920ae39e8608,3,897.79,2693.37
ORD-000033,c9360b39-4f2d-480b-82ce-6da8c789fa7f,2,516.59,1033.18
ORD-000033,da67f0be-e782-4f46-adf3-77b094d80592,2,288.87,577.74
ORD-000033,deff3d30-fa21-4823-b63c-3d4e6842e6c5,3,134.12,402.36
ORD-000034,9be2b865-2317-4f5b-b405-3f012f0bb8fb,2,38.68,77.36
ORD-000034,45614ebe-6ff3-4afa-b719-15f5a9fb2ecd,2,96.02,192.04
ORD-000034,6672fd4f-9690-4544-a0aa-73d3d13c3143,1,788.21,788.21
ORD-000034,366aced0-fca0-4552-b005-693380619df5,1,406.26,406.26
ORD-000035,94ba6334-cdc4-44a9-ab94-f80a2c07b053,2,611.25,1222.5
ORD-000035,3cecfc42-0caa-4b16-8136-54fbbbef5d7e,3,1038.83,3116.49
ORD-000035,c3522c3b-6d84-4b59-8d46-dfd3c8e5a9d2,1,418.65,418.65
ORD-000035,7f860829-11cb-4357-9a02-efdfb77649ae,3,654.95,1964.8500000000001
ORD-000035,6382aa8f-7015-49da-8e2b-33206e5d3fb4,3,27.09,81.27
ORD-000036,0ec71bd2-524d-47f9-9684-3a2ea9fea671,1,96.69,96.69
ORD-000037,d1f03c1c-8c75-4b6a-856e-4d8177b8e3b5,2,892.56,1785.12
ORD-000037,21f90a72-45a0-4a27-aeaa-7f370cca438e,2,91.95,183.9
ORD-000038,419ec84b-1236-48c4-8bc5-a1a124851553,2,982.33,1964.66
ORD-000038,0dc39a14-a7b4-4bef-aed4-4e5d8a05457e,1,391.49,391.49
ORD-000038,5ba9f94f-7c5f-407d-ad88-c5c264376435,2,875.05,1750.1
ORD-000039,68d81f9a-9cc0-4b20-9838-257ad1927777,2,100.86,201.72
ORD-000040,04f3f45b-d1d2-468f-926f-a20d38ffcf53,1,689.84,689.84
ORD-000040,909c4825-1e5b-4389-b3fa-c87e6de42a78,3,510.43,1531.29
ORD-000041,90cd07ed-a352-4b36-a0cc-b00bc3a206d0,2,15.6,31.2
ORD-000042,1f2074d5-523f-42fc-b2e4-847619e94cc4,1,10.53,10.53
ORD-000043,f9fc8038-04f0-432b-a50c-a7a5af2a2345,2,12.36,24.72
ORD-000043,3760e57c-2f23-40d2-ae8d-1b6bcee93dfb,2,418.01,836.02
ORD-000043,419ec84b-1236-48c4-8bc5-a1a124851553,1,957.77,957.77
ORD-000044,41a3d19b-1c8e-4a8e-a78e-e77252917c55,3,626.26,1878.78
ORD-000044,b0d968cc-2620-4a46-9cdc-3171d64b59b6,3,307.13,921.39
ORD-000044,37e48379-d810-4be1-90e2-195c0f2f6de5,2,184.37,368.74
ORD-000044,532fb4b4-b30a-4ecd-a59f-88383b1b4111,3,821.69,2465.07
ORD-000045,9bc4a986-aa96-4d57-b920-cf93e12654d8,3,246.75,740.25
ORD-000045,1c70a4e2-230e-46e1-9e16-4002dc16d033,2,897.82,1795.64
ORD-000045,7c34cee5-7109-4ee9-9ee2-570dc90f5978,3,961.96,2885.88
ORD-000046,10f6e3af-8e9e-4f38-811a-f929a91d59eb,1,252.24,252.24
ORD-000046,aff02d9a-6315-48db-bf3e-dcdb7e9d4d93,3,21.79,65.37
ORD-000047,ef5f3f32-50c4-44aa-a8cf-b70c38a7c67e,2,165.93,331.86
ORD-000047,2921a438-07b9-461e-95bf-ae0600aa711e,2,245.39,490.78
ORD-000047,4b8df45f-8e44-4f15-bd8f-a378a0c58905,3,710.51,2131.5299999999997
ORD-000047,2a9062a5-1a82-4732-863d-fa089ad07586,3,570.65,1711.9499999999998
ORD-000048,ef7d92e4-6287-4a2d-8551-d5d2a4a51d5d,3,697.22,2091.66
ORD-000048,def4bb75-19e7-4d7c-8886-339395c44fc5,2,1080.57,2161.14
ORD-000049,87db6283-4935-4d50-b89b-026c1918a3f4,3,166.11,498.33000000000004
ORD-000049,7bf80092-7e1d-4c0b-9907-d08c279385b7,1,522.68,522.68
ORD-000050,3f35308c-7fb2-4c8c-8aaa-2f60914da1cc,1,280.35,280.35
ORD-000050,f9fc8038-04f0-432b-a50c-a7a5af2a2345,2,11.8,23.6
ORD-000050,def4bb75-19e7-4d7c-8886-339395c44fc5,1,970.4,970.4
ORD-000050,b70acae6-2103-41b9-a113-f23f9b293a5d,3,441.53,1324.59
ORD-000050,3760e57c-2f23-40d2-ae8d-1b6bcee93dfb,2,445.75,891.5
ORD-000051,c9360b39-4f2d-480b-82ce-6da8c789fa7f,2,488.96,977.92
ORD-000052,05d41c69-92c2-48e8-ae4f-ba81c15eb0f9,1,279.03,279.03
ORD-000052,893204df-ac13-4689-9a88-7bca558213da,1,787.91,787.91
ORD-000052,405bebd4-be7d-4505-a89f-6ef992011c8b,3,810.42,2431.2599999999998
ORD-000052,d11a42dd-8e96-4213-9ac0-1c7d97019f1e,2,86.7,173.4
ORD-000052,67ec5461-6b1d-41ec-84d3-3b4ffe2f9592,1,141.82,141.82
ORD-000053,3760e57c-2f23-40d2-ae8d-1b6bcee93dfb,2,391.4,782.8
ORD-000053,5365a6b3-f8c1-4cba-b21f-bda73e899461,3,152.28,456.84000000000003
ORD-000053,10483ae3-3fc2-4384-bd7a-62aea10b3754,1,754.99,754.99
ORD-000053,8569c478-c99b-4c60-be7e-5a1563b3a4e2,3,586.54,1759.62
ORD-000053,a6abb6d5-04a1-44a8-ab10-f1f274300e03,2,881.09,1762.18
ORD-000054,0ec71bd2-524d-47f9-9684-3a2ea9fea671,3,112.29,336.87
ORD-000054,8899b0dc-71a0-4fa0-a6b0-ac9f5ce7480c,2,20.14,40.28
ORD-000055,5efd7556-eb0c-4dac-bf16-a67ac3bf34ab,2,462.06,924.12
ORD-000055,909c4825-1e5b-4389-b3fa-c87e6de42a78,2,529.58,1059.16
ORD-000055,deff3d30-fa21-4823-b63c-3d4e6842e6c5,1,146.83,146.83
ORD-000055,37e48379-d810-4be1-90e2-195c0f2f6de5,3,177.51,532.53
ORD-000056,26dc7e49-f0e9-49a9-a86d-6d43c48fcb61,1,508.95,508.95
ORD-000056,937bff8a-d5ab-43ab-b22a-f408ac90f9f1,1,1013.31,1013.31
ORD-000056,41465d3a-ed68-4b53-8996-44e7f759d179,1,642.27,642.27
ORD-000056,68457cfd-15e1-4596-a81f-3df9fe90b61c,2,735.03,1470.06
ORD-000056,cc9e8554-b363-43de-94d4-cd8918d96dfb,1,453.06,453.06
ORD-000057,21f90a72-45a0-4a27-aeaa-7f370cca438e,2,91.05,182.1
ORD-000057,15725fd3-bcc9-4d75-b86d-13a46fb28e30,3,605.72,1817.16
ORD-000057,05d41c69-92c2-48e8-ae4f-ba81c15eb0f9,2,276.87,553.74
ORD-000058,8a5a9ca5-73e4-4ebd-91df-9e78783ac1fd,2,35.35,70.7
ORD-000058,70d242a2-d6e6-49b2-82dd-dc10f9505de7,1,547.31,547.31
ORD-000058,050d253d-22dc-473f-813b-6faf3727d9a4,2,301.9,603.8
ORD-000058,3d3df6c1-f288-472e-a21b-3132cb59b383,1,534.79,534.79
ORD-000059,6ebe25ff-c064-4e89-8b8a-59882bad12d8,3,186.77,560.3100000000001
ORD-000059,f10acdec-95f8-4977-a21d-8254c9fbf5ba,2,364.4,728.8
ORD-000059,893204df-ac13-4689-9a88-7bca558213da,1,768.16,768.16
ORD-000059,10f6e3af-8e9e-4f38-811a-f929a91d59eb,3,226.11,678.33
ORD-000059,4b62729d-5443-4aea-9021-7b3065cb276f,3,796.5,2389.5
ORD-000060,3cecfc42-0caa-4b16-8136-54fbbbef5d7e,1,1018.85,1018.85
ORD-000061,8e0f4ddc-7f59-4218-b3c4-d3f34125168a,2,91.13,182.26
ORD-000061,10f6e3af-8e9e-4f38-811a-f929a91d59eb,1,223.72,223.72
ORD-000061,3278b24e-b3ba-4f5e-b1ac-eee48208f7d9,3,874.62,2623.86
ORD-000061,45b5ae49-50c4-4c7a-bc7f-d2216d170c3f,2,219.05,438.1
ORD-000061,1bf69c20-872b-4d71-b68d-62ddaa662a91,1,22.66,22.66
ORD-000062,405ad395-d291-49d4-9bd4-d211ffc22eea,2,522.92,1045.84
ORD-000062,cc9e8554-b363-43de-94d4-cd8918d96dfb,1,464.93,464.93
ORD-000063,061a25ae-bdae-4ffd-90d4-f3ab3e8ecefe,1,254.09,254.09
ORD-000063,aaac043e-d176-493d-8b2f-408bdd5e57ad,2,450.34,900.68
ORD-000063,37e48379-d810-4be1-90e2-195c0f2f6de5,1,176.95,176.95
ORD-000063,94ba6334-cdc4-44a9-ab94-f80a2c07b053,2,550.86,1101.72
ORD-000064,70d242a2-d6e6-49b2-82dd-dc10f9505de7,3,545.81,1637.4299999999998
ORD-000064,deff3d30-fa21-4823-b63c-3d4e6842e6c5,2,138.1,276.2
ORD-000065,37e48379-d810-4be1-90e2-195c0f2f6de5,3,181.92,545.76
ORD-000065,ee6204b7-db26-4235-8b62-6e5b3224061d,1,846.32,846.32
ORD-000065,d772ec05-2262-4b97-8c5b-0d43fe6340db,1,98.34,98.34
ORD-000065,707ddaf2-2092-4b20-8ea8-a38a49a705bb,1,723.61,723.61
ORD-000065,68d81f9a-9cc0-4b20-9838-257ad1927777,3,105.4,316.20000000000005
ORD-000066,f04f4f12-96b4-4d8e-aada-f268607e003c,1,752.66,752.66
ORD-000067,da096c2a-6ee1-4f2c-83b3-0f2f76fe15c9,2,155.7,311.4
ORD-000067,e4f440b3-e2e8-4c4c-b460-5938baf5fc34,1,805.15,805.15
ORD-000067,ff22512f-6c6f-4752-9f58-caec61b6cb91,1,568.15,568.15
ORD-000068,15725fd3-bcc9-4d75-b86d-13a46fb28e30,2,641.16,1282.32
ORD-000068,ba6ea82d-d057-4aef-8f9e-030ff94edeea,3,42.25,126.75
ORD-000068,dc0d3770-971f-4886-a3a5-52d5d3432e38,3,299.05,897.1500000000001
ORD-000069,26fdd0a3-d3c1-4b32-958b-645ecf7fc069,2,1019.45,2038.9
ORD-000069,5f4b66a4-629f-416e-bdb6-36f673204882,3,441.38,1324.1399999999999
ORD-000069,10f847f0-0a23-402a-bb45-480ffa6e1098,2,286.0,572.0
ORD-000069,10483ae3-3fc2-4384-bd7a-62aea10b3754,1,698.3,698.3
ORD-000070,d9cc0d7e-ba3d-4639-a308-14db91d71d96,1,333.21,333.21
ORD-000070,2a9062a5-1a82-4732-863d-fa089ad07586,3,517.47,1552.41
ORD-000071,420bcdba-4659-4262-8b2a-e1be49145905,2,242.61,485.22
ORD-000071,5365a6b3-f8c1-4cba-b21f-bda73e899461,3,147.35,442.04999999999995
ORD-000071,45b5ae49-50c4-4c7a-bc7f-d2216d170c3f,3,239.48,718.4399999999999
ORD-000071,68d81f9a-9cc0-4b20-9838-257ad1927777,3,121.94,365.82
ORD-000071,6f13ee39-c753-4c6e-a1d5-280ae443373b,1,395.48,395.48
ORD-000072,2e8fd2aa-3e7f-4fb1-aa6b-1c3738a5a388,1,512.39,512.39
ORD-000072,28ceec8b-a2b2-40ba-a0f6-14292187fede,3,755.99,2267.9700000000003
ORD-000072,d9cc0d7e-ba3d-4639-a308-14db91d71d96,3,363.87,1091.6100000000001
ORD-000072,811e2471-6b40-4188-95ed-ace81f69d335,3,340.82,1022.46
ORD-000073,909c4825-1e5b-4389-b3fa-c87e6de42a78,3,544.74,1634.22
ORD-000073,41a3d19b-1c8e-4a8e-a78e-e77252917c55,3,696.46,2089.38
ORD-000073,d74ab3e8-a38b-4065-b223-4565aaade398,2,390.76,781.52
ORD-000074,e8a79c65-89d1-45db-90cd-7e145b3c7e3a,1,577.02,577.02
ORD-000074,28ceec8b-a2b2-40ba-a0f6-14292187fede,3,846.73,2540.19
ORD-000074,94cae71c-088a-4a34-a24f-4a036fd8264a,3,538.5,1615.5
ORD-000074,b67caa36-478c-44e8-955c-980b0edb39fc,3,1080.37,3241.1099999999997
ORD-000075,3d3df6c1-f288-472e-a21b-3132cb59b383,1,468.05,468.05
ORD-000075,74d41359-c624-44ba-8f3e-f9a3c9978f5a,2,538.64,1077.28
ORD-000075,99371c9b-acdd-4ec1-8eb4-e4d45fffae47,2,335.08,670.16
ORD-000075,05d41c69-92c2-48e8-ae4f-ba81c15eb0f9,1,280.98,280.98
ORD-000076,454b4bb2-e284-45c4-bbdf-2eb6aa50e3f4,1,546.58,546.58
ORD-000076,60b84dd6-d802-4494-8360-067cf1e8e22e,3,307.94,923.8199999999999
ORD-000077,419ec84b-1236-48c4-8bc5-a1a124851553,2,1011.48,2022.96
ORD-000078,8a5a9ca5-73e4-4ebd-91df-9e78783ac1fd,3,34.0,102.0
ORD-000079,061a25ae-bdae-4ffd-90d4-f3ab3e8ecefe,3,238.95,716.8499999999999
ORD-000079,9a612763-a18d-4647-9ea3-77af34124d8a,3,341.16,1023.48
ORD-000079,1c70a4e2-230e-46e1-9e16-4002dc16d033,3,975.2,2925.6000000000004
ORD-000079,5495fe5e-67f1-4652-aedc-41136b95eee7,2,390.09,780.18
ORD-000079,bce24858-fad5-4c3f-98b1-e71187222c2b,1,460.34,460.34
ORD-000080,45614ebe-6ff3-4afa-b719-15f5a9fb2ecd,3,93.54,280.62
ORD-000080,ae458e21-3770-4079-9fed-c30b7ac9308d,3,817.6,2452.8
ORD-000080,41a3d19b-1c8e-4a8e-a78e-e77252917c55,2,627.85,1255.7
ORD-000080,33b1781a-3a1b-419d-ab45-8633ffb25560,3,251.41,754.23
ORD-000080,061a25ae-bdae-4ffd-90d4-f3ab3e8ecefe,2,241.47,482.94
ORD-000081,67ec5461-6b1d-41ec-84d3-3b4ffe2f9592,3,149.05,447.15000000000003
ORD-000081,ab85e304-fe27-44fd-b1ac-6bb0bc578a3e,1,856.18,856.18
ORD-000081,cc9e8554-b363-43de-94d4-cd8918d96dfb,1,463.16,463.16
ORD-000081,4375b157-2438-422b-aa81-33c6480a48b2,3,324.83,974.49
ORD-000081,0dc39a14-a7b4-4bef-aed4-4e5d8a05457e,2,330.29,660.58
ORD-000082,10f6e3af-8e9e-4f38-811a-f929a91d59eb,1,235.68,235.68
ORD-000082,8be9d6b9-e56b-4c5e-a460-748e7c075dae,1,673.26,673.26
ORD-000082,87db6283-4935-4d50-b89b-026c1918a3f4,1,162.42,162.42
ORD-000082,454b4bb2-e284-45c4-bbdf-2eb6aa50e3f4,1,598.11,598.11
ORD-000083,0dc39a14-a7b4-4bef-aed4-4e5d8a05457e,2,369.83,739.66
ORD-000083,0166f91f-430b-4bdb-9f7a-561e622896ec,3,638.15,1914.4499999999998
ORD-000083,6059b6db-a71e-4aa4-a462-aa577d13efcd,2,74.98,149.96
ORD-000083,94cae71c-088a-4a34-a24f-4a036fd8264a,3,537.8,1613.3999999999999
ORD-000084,2f0b1d71-f73d-47c1-b0be-55161f273d55,3,768.23,2304.69
ORD-000084,6382aa8f-7015-49da-8e2b-33206e5d3fb4,1,26.15,26.15
ORD-000084,454b7ebc-fee8-4590-a620-8eb467fecb64,1,634.87,634.87
ORD-000084,0455be0d-d01b-4d23-9869-de8d353d91ad,1,681.34,681.34
ORD-000085,d772ec05-2262-4b97-8c5b-0d43fe6340db,3,101.31,303.93
ORD-000085,e8a79c65-89d1-45db-90cd-7e145b3c7e3a,2,592.2,1184.4
ORD-000085,23584003-2f84-4c24-b742-910c8bd156f0,3,619.06,1857.1799999999998
ORD-000086,15725fd3-bcc9-4d75-b86d-13a46fb28e30,2,630.5,1261.0
ORD-000086,87db6283-4935-4d50-b89b-026c1918a3f4,1,151.78,151.78
ORD-000086,419ec84b-1236-48c4-8bc5-a1a124851553,3,1038.71,3116.13
ORD-000087,ae458e21-3770-4079-9fed-c30b7ac9308d,2,876.2,1752.4
ORD-000087,dbd238cd-421d-41ef-a210-82c1c00cf62c,3,980.23,2940.69
ORD-000087,0e5bd978-c61f-4398-846f-ef3d11025b05,1,531.2,531.2
ORD-000087,04f3f45b-d1d2-468f-926f-a20d38ffcf53,3,642.02,1926.06
ORD-000087,0d7a085b-b4d5-419f-ad5e-9f79d6908bb0,2,886.17,1772.34
ORD-000088,8be9d6b9-e56b-4c5e-a460-748e7c075dae,3,650.76,1952.28
ORD-000088,33b1781a-3a1b-419d-ab45-8633ffb25560,3,256.77,770.31
ORD-000089,85426297-26fc-49a2-a69e-0a4e6af9a45c,3,448.97,1346.91
ORD-000089,fb016ade-5c71-45c2-9cf9-04683455a4d4,3,914.72,2744.16
ORD-000089,d772ec05-2262-4b97-8c5b-0d43fe6340db,3,98.8,296.4
ORD-000089,9be2b865-2317-4f5b-b405-3f012f0bb8fb,3,38.81,116.43
ORD-000090,8e0f4ddc-7f59-4218-b3c4-d3f34125168a,1,82.9,82.9
ORD-000090,532fb4b4-b30a-4ecd-a59f-88383b1b4111,1,732.27,732.27
ORD-000090,2393bff1-4e45-46ea-a406-e25b2af55019,1,506.0,506.0
ORD-000090,26fdd0a3-d3c1-4b32-958b-645ecf7fc069,1,1047.69,1047.69
ORD-000090,8569c478-c99b-4c60-be7e-5a1563b3a4e2,3,507.85,1523.5500000000002
ORD-000091,7a5f0e72-27b0-4209-a5fc-b169a612ba9f,1,825.82,825.82
ORD-000091,2e8fd2aa-3e7f-4fb1-aa6b-1c3738a5a388,1,545.55,545.55
ORD-000091,4ff0f9b1-185b-464f-a09f-8af3db013013,2,354.82,709.64
ORD-000092,dbd238cd-421d-41ef-a210-82c1c00cf62c,3,983.01,2949.0299999999997
ORD-000092,c5cb56bf-36b3-4b90-9e9f-1e49aa762838,2,641.83,1283.66
ORD-000093,75be87b1-b37b-4a23-aed6-08cc34a651ac,3,415.92,1247.76
ORD-000093,9bc4a986-aa96-4d57-b920-cf93e12654d8,2,249.94,499.88
ORD-000093,90cd07ed-a352-4b36-a0cc-b00bc3a206d0,3,13.87,41.61
ORD-000094,45b5ae49-50c4-4c7a-bc7f-d2216d170c3f,2,237.26,474.52
ORD-000094,3d3df6c1-f288-472e-a21b-3132cb59b383,3,532.49,1597.47
ORD-000094,893204df-ac13-4689-9a88-7bca558213da,3,766.99,2300.9700000000003
ORD-000094,a41172e5-d44c-45e7-a8b1-243eee76a01d,3,384.98,1154.94
ORD-000094,c9543a40-1b4c-4e7b-9ac1-572e5b495f5e,3,149.57,448.71
ORD-000095,c3522c3b-6d84-4b59-8d46-dfd3c8e5a9d2,1,475.33,475.33
ORD-000096,4b62729d-5443-4aea-9021-7b3065cb276f,3,740.71,2222.13
ORD-000096,85426297-26fc-49a2-a69e-0a4e6af9a45c,1,450.16,450.16
ORD-000096,deebf19b-f879-4e94-96dd-7544e5a8241b,2,820.31,1640.62
ORD-000097,16664571-6011-4d6e-b585-66afb586279a,1,588.47,588.47
ORD-000098,da67f0be-e782-4f46-adf3-77b094d80592,3,258.84,776.52
ORD-000098,bfc6e01d-0aeb-4c5c-906e-9c4b32bd6a2c,3,439.39,1318.17
ORD-000098,99371c9b-acdd-4ec1-8eb4-e4d45fffae47,1,323.68,323.68
ORD-000098,21f90a72-45a0-4a27-aeaa-7f370cca438e,2,92.33,184.66
ORD-000098,68457cfd-15e1-4596-a81f-3df9fe90b61c,1,766.88,766.88
ORD-000099,9ef2e0e9-2048-4cf7-a441-d92d6fdc3f63,1,893.28,893.28
ORD-000099,8899b0dc-71a0-4fa0-a6b0-ac9f5ce7480c,1,19.67,19.67
ORD-000099,b0bf5af1-fb0c-44d2-a03e-9803a9d3d464,2,147.6,295.2
ORD-000099,33842d9c-8a4f-479f-953b-efa0ab91e543,1,741.65,741.65
